AdjustedTime,DeviceTimeStamp,SystemTimeStamp,Pose_Position,Pose_Rotation,Pose_Valid,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftPupilDiameter,LeftPupilDiameterValid,LeftGazeRayWorldOrigin,LeftGazeRayWorldDirection,LeftGazeRayWorldValid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightPupilDiameter,RightPupilDiameterValid,RightGazeRayWorldOrigin,RightGazeRayWorldDirection,RightGazeRayWorldValid,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldDirection,CombinedGazeRayWorldValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid
4.965814,317108836,1057526134578,"(-0.42874150, 3.09796500, -11.82346000)","(0.02725427, 0.09002531, -0.01036819, -0.99551250)",True,"(0.01081848, -0.09967041, 0.99494930)",True,"(-0.03019460, -0.00036493, -0.03245679)",True,"0,00310178",True,"(-0.45259840, 3.09512800, -11.86072000)","(-0.16669250, -0.04709259, 0.98488370)",True,"(-0.00062561, -0.09663391, 0.99531560)",True,"(0.02847137, -0.00087573, -0.03106953)",True,"0,00296474",True,"(-0.39513740, 3.09619000, -11.84885000)","(-0.17806090, -0.04433407, 0.98302020)",True,"(-0.42386790, 3.09565900, -11.85478000)","(-0.17237980, -0.04571413, 0.98396930)",True,"(-0,01081848, -0,09967041, 0,99494930)",Valid,"(30,19460000, -0,36492920, -32,45679000)",Valid,"3,10177600",Valid,"(0,57322140, 0,61007360)",Valid,"(0,00062561, -0,09663391, 0,99531560)",Valid,"(-28,47137000, -0,87573240, -31,06953000)",Valid,"2,96473700",Valid,"(0,40951390, 0,62176140)",Valid
4.974145,317117167,1057526142909,"(-0.42861310, 3.09797000, -11.82347000)","(0.02725478, 0.08996245, -0.01036808, -0.99551820)",True,"(0.01203918, -0.09861755, 0.99504090)",True,"(-0.03020082, -0.00036493, -0.03242934)",True,"0,00310284",True,"(-0.45248580, 3.09513500, -11.86070000)","(-0.16540060, -0.04600289, 0.98515300)",True,"(-0.00303650, -0.09370422, 0.99559020)",True,"(0.02847598, -0.00082149, -0.03130624)",True,"0,00296593",True,"(-0.39496600, 3.09623700, -11.84909000)","(-0.18040410, -0.04145395, 0.98271860)",True,"(-0.42372590, 3.09568600, -11.85489000)","(-0.17290780, -0.04372979, 0.98396680)",True,"(-0,01203918, -0,09861755, 0,99504090)",Valid,"(30,20082000, -0,36492920, -32,42934000)",Valid,"3,10284400",Valid,"(0,57319720, 0,60960630)",Valid,"(0,00303650, -0,09370422, 0,99559020)",Valid,"(-28,47598000, -0,82148740, -31,30624000)",Valid,"2,96592700",Valid,"(0,40915710, 0,62176250)",Valid
4.982477,317125499,1057526151241,"(-0.42841030, 3.09797600, -11.82347000)","(0.02725238, 0.08991104, -0.01034346, -0.99552320)",True,"(0.01162720, -0.09924316, 0.99497990)",True,"(-0.03020274, -0.00036511, -0.03240366)",True,"0,00310600",True,"(-0.45229340, 3.09514400, -11.86067000)","(-0.16568760, -0.04664108, 0.98507470)",True,"(-0.00540161, -0.09082031, 0.99584960)",True,"(0.02848061, -0.00076724, -0.03154294)",True,"0,00296669",True,"(-0.39471970, 3.09628300, -11.84933000)","(-0.18272390, -0.03862052, 0.98240540)",True,"(-0.42350660, 3.09571400, -11.85500000)","(-0.17421370, -0.04263271, 0.98378460)",True,"(-0,01162720, -0,09924316, 0,99497990)",Valid,"(30,20274000, -0,36511230, -32,40366000)",Valid,"3,10600300",Valid,"(0,57302660, 0,60946760)",Valid,"(0,00540161, -0,09082031, 0,99584960)",Valid,"(-28,48061000, -0,76724240, -31,54294000)",Valid,"2,96669000",Valid,"(0,40880040, 0,62176140)",Valid
4.990808,317133830,1057526159572,"(-0.42820750, 3.09798300, -11.82347000)","(0.02724998, 0.08985964, -0.01031884, -0.99552810)",True,"(0.01098633, -0.09928894, 0.99499510)",True,"(-0.03020511, -0.00036511, -0.03240254)",True,"0,00310906",True,"(-0.45209710, 3.09515200, -11.86066000)","(-0.16621990, -0.04670146, 0.98498220)",True,"(-0.00360107, -0.09127808, 0.99580380)",True,"(0.02848187, -0.00075748, -0.03156775)",True,"0,00295990",True,"(-0.39451410, 3.09629700, -11.84935000)","(-0.18084140, -0.03903342, 0.98273740)",True,"(-0.42330560, 3.09572400, -11.85501000)","(-0.17353660, -0.04286896, 0.98389390)",True,"(-0,01098633, -0,09928894, 0,99499510)",Valid,"(30,20511000, -0,36511230, -32,40254000)",Valid,"3,10905500",Valid,"(0,57282480, 0,60946760)",Valid,"(0,00360107, -0,09127808, 0,99580380)",Valid,"(-28,48187000, -0,75747680, -31,56775000)",Valid,"2,95990000",Valid,"(0,40915710, 0,62176250)",Valid
4.99914,317142162,1057526167904,"(-0.42800470, 3.09798900, -11.82347000)","(0.02724758, 0.08980824, -0.01029421, -0.99553300)",True,"(0.01080322, -0.09837341, 0.99508670)",True,"(-0.03020586, -0.00036493, -0.03239954)",True,"0,00310942",True,"(-0.45189950, 3.09516000, -11.86066000)","(-0.16633300, -0.04578713, 0.98500600)",True,"(-0.00570679, -0.09178162, 0.99575810)",True,"(0.02848315, -0.00074771, -0.03159256)",True,"0,00295294",True,"(-0.39430840, 3.09631100, -11.84938000)","(-0.18279660, -0.03959053, 0.98235330)",True,"(-0.42310400, 3.09573500, -11.85502000)","(-0.17457170, -0.04269052, 0.98371860)",True,"(-0,01080322, -0,09837341, 0,99508670)",Valid,"(30,20586000, -0,36492920, -32,39954000)",Valid,"3,10942100",Valid,"(0,57276260, 0,60926250)",Valid,"(0,00570679, -0,09178162, 0,99575810)",Valid,"(-28,48315000, -0,74771120, -31,59256000)",Valid,"2,95294200",Valid,"(0,40880040, 0,62176140)",Valid
5.007471,317150493,1057526176235,"(-0.42780180, 3.09799600, -11.82347000)","(0.02724519, 0.08975685, -0.01026959, -0.99553810)",True,"(0.00996399, -0.09754944, 0.99517820)",True,"(-0.03020587, -0.00036493, -0.03238835)",True,"0,00311000",True,"(-0.45170270, 3.09516900, -11.86064000)","(-0.16708940, -0.04498065, 0.98491510)",True,"(-0.00378418, -0.09088135, 0.99584960)",True,"(0.02848323, -0.00074373, -0.03160806)",True,"0,00295903",True,"(-0.39410560, 3.09631900, -11.84940000)","(-0.18083780, -0.03863711, 0.98275380)",True,"(-0.42290410, 3.09574400, -11.85502000)","(-0.17396870, -0.04181011, 0.98386320)",True,"(-0,00996399, -0,09754944, 0,99517820)",Valid,"(30,20587000, -0,36492920, -32,38835000)",Valid,"3,11000100",Valid,"(0,57260040, 0,60900610)",Valid,"(0,00378418, -0,09088135, 0,99584960)",Valid,"(-28,48323000, -0,74372860, -31,60806000)",Valid,"2,95903000",Valid,"(0,40915710, 0,62162860)",Valid
5.015803,317158825,1057526184567,"(-0.42759900, 3.09800200, -11.82347000)","(0.02724279, 0.08970544, -0.01024497, -0.99554300)",True,"(0.01010132, -0.09815979, 0.99511720)",True,"(-0.03020628, -0.00036398, -0.03237911)",True,"0,00311026",True,"(-0.45150580, 3.09517800, -11.86063000)","(-0.16683580, -0.04558936, 0.98493020)",True,"(-0.00573731, -0.09150696, 0.99577330)",True,"(0.02848331, -0.00073973, -0.03162358)",True,"0,00296433",True,"(-0.39390270, 3.09632700, -11.84942000)","(-0.18263920, -0.03931439, 0.98239370)",True,"(-0.42270420, 3.09575200, -11.85503000)","(-0.17474390, -0.04245346, 0.98369820)",True,"(-0,01010132, -0,09815979, 0,99511720)",Valid,"(30,20628000, -0,36398320, -32,37910000)",Valid,"3,11026000",Valid,"(0,57260040, 0,60898270)",Valid,"(0,00573731, -0,09150696, 0,99577330)",Valid,"(-28,48331000, -0,73973080, -31,62358000)",Valid,"2,96432500",Valid,"(0,40880040, 0,62176140)",Valid
5.024134,317167156,1057526192898,"(-0.42739620, 3.09800900, -11.82346000)","(0.02724039, 0.08965404, -0.01022035, -0.99554800)",True,"(0.01025391, -0.09774780, 0.99514770)",True,"(-0.03020648, -0.00036398, -0.03235170)",True,"0,00310573",True,"(-0.45131210, 3.09518800, -11.86060000)","(-0.16660090, -0.04517269, 0.98498910)",True,"(-0.00425720, -0.09146118, 0.99578860)",True,"(0.02848618, -0.00072922, -0.03164680)",True,"0,00295789",True,"(-0.39369580, 3.09634100, -11.84945000)","(-0.18108790, -0.03922926, 0.98268420)",True,"(-0.42250390, 3.09576500, -11.85502000)","(-0.17384980, -0.04220229, 0.98386750)",True,"(-0,01025391, -0,09774780, 0,99514770)",Valid,"(30,20648000, -0,36398320, -32,35170000)",Valid,"3,10572800",Valid,"(0,57260040, 0,60862650)",Valid,"(0,00425720, -0,09146118, 0,99578860)",Valid,"(-28,48618000, -0,72921750, -31,64680000)",Valid,"2,95788600",Valid,"(0,40915710, 0,62162860)",Valid
5.032466,317175488,1057526201230,"(-0.42719340, 3.09801500, -11.82346000)","(0.02723799, 0.08960263, -0.01019572, -0.99555290)",True,"(0.01043701, -0.09954834, 0.99496460)",True,"(-0.03020673, -0.00036398, -0.03231898)",True,"0,00310024",True,"(-0.45111930, 3.09519700, -11.86057000)","(-0.16626250, -0.04697502, 0.98496200)",True,"(-0.00265503, -0.09288025, 0.99566650)",True,"(0.02848161, -0.00083899, -0.03114120)",True,"0,00294957",True,"(-0.39358900, 3.09626300, -11.84895000)","(-0.17936920, -0.04061078, 0.98294330)",True,"(-0.42235410, 3.09573000, -11.85476000)","(-0.17282060, -0.04379407, 0.98397920)",True,"(-0,01043701, -0,09954834, 0,99496460)",Valid,"(30,20673000, -0,36398320, -32,31898000)",Valid,"3,10023500",Valid,"(0,57259650, 0,60862240)",Valid,"(0,00265503, -0,09288025, 0,99566650)",Valid,"(-28,48161000, -0,83898930, -31,14120000)",Valid,"2,94957000",Valid,"(0,40947010, 0,62051090)",Valid
5.040797,317183819,1057526209561,"(-0.42699060, 3.09802200, -11.82346000)","(0.02723559, 0.08955123, -0.01017110, -0.99555780)",True,"(0.01048279, -0.09930420, 0.99499510)",True,"(-0.03020676, -0.00036398, -0.03231241)",True,"0,00309938",True,"(-0.45092160, 3.09520600, -11.86056000)","(-0.16612770, -0.04672796, 0.98499650)",True,"(-0.00454712, -0.09071350, 0.99586490)",True,"(0.02849812, -0.00070688, -0.03165185)",True,"0,00292117",True,"(-0.39328330, 3.09637300, -11.84946000)","(-0.18120020, -0.03848365, 0.98269300)",True,"(-0.42210250, 3.09579000, -11.85501000)","(-0.17367050, -0.04260740, 0.98388170)",True,"(-0,01048279, -0,09930420, 0,99499510)",Valid,"(30,20676000, -0,36398320, -32,31241000)",Valid,"3,09938000",Valid,"(0,57259650, 0,60850730)",Valid,"(0,00454712, -0,09071350, 0,99586490)",Valid,"(-28,49812000, -0,70687870, -31,65186000)",Valid,"2,92117300",Valid,"(0,40949640, 0,62074380)",Valid
5.049129,317192151,1057526217893,"(-0.42678780, 3.09802800, -11.82346000)","(0.02723319, 0.08949981, -0.01014648, -0.99556280)",True,"(0.00697327, -0.09507751, 0.99543760)",True,"(-0.03020843, -0.00033366, -0.03230270)",True,"0,00301601",True,"(-0.45072660, 3.09524500, -11.86055000)","(-0.16962630, -0.04257298, 0.98458850)",True,"(-0.00057983, -0.09158325, 0.99578860)",True,"(0.02849048, -0.00076707, -0.03138045)",True,"0,00295027",True,"(-0.39313830, 3.09633300, -11.84919000)","(-0.17717330, -0.03925565, 0.98339650)",True,"(-0.42193250, 3.09578900, -11.85487000)","(-0.17340130, -0.04091467, 0.98400100)",True,"(-0,00697327, -0,09507751, 0,99543760)",Valid,"(30,20844000, -0,33366390, -32,30270000)",Valid,"3,01600600",Valid,"(0,57197900, 0,60649790)",Valid,"(0,00057983, -0,09158325, 0,99578860)",Valid,"(-28,49048000, -0,76707460, -31,38045000)",Valid,"2,95027200",Valid,"(0,41007590, 0,62024520)",Valid
5.05746,317200482,1057526226224,"(-0.42658500, 3.09803500, -11.82346000)","(0.02723080, 0.08944841, -0.01012185, -0.99556770)",True,"(0.00804138, -0.09407043, 0.99552920)",True,"(-0.03019704, -0.00026871, -0.03245125)",True,"0,00307484",True,"(-0.45049100, 3.09531000, -11.86069000)","(-0.16850840, -0.04153545, 0.98482470)",True,"(-0.00012207, -0.07844543, 0.99691770)",True,"(0.02847827, -0.00086327, -0.03096123)",True,"0,00304215",True,"(-0.39302370, 3.09626300, -11.84878000)","(-0.17702590, -0.02606820, 0.98386090)",True,"(-0.42175730, 3.09578700, -11.85474000)","(-0.17277390, -0.03380314, 0.98438130)",True,"(-0,00804138, -0,09407043, 0,99552920)",Valid,"(30,19704000, -0,26870730, -32,45125000)",Valid,"3,07484400",Valid,"(0,57265380, 0,60561060)",Valid,"(0,00012207, -0,07844543, 0,99691770)",Valid,"(-28,47827000, -0,86326600, -30,96123000)",Valid,"3,04214500",Valid,"(0,40999640, 0,61690610)",Valid
5.065792,317208814,1057526234556,"(-0.42638560, 3.09803900, -11.82346000)","(0.02723045, 0.08939837, -0.01009841, -0.99557250)",True,"(0.00668335, -0.08998108, 0.99591060)",True,"(-0.03019212, -0.00026668, -0.03243686)",True,"0,00298341",True,"(-0.45029310, 3.09531900, -11.86067000)","(-0.16988030, -0.03746288, 0.98475240)",True,"(-0.00431824, -0.08605957, 0.99627690)",True,"(0.02847337, -0.00085384, -0.03097032)",True,"0,00305431",True,"(-0.39283020, 3.09627400, -11.84879000)","(-0.18082790, -0.03380331, 0.98293370)",True,"(-0.42156160, 3.09579600, -11.85473000)","(-0.17535710, -0.03563370, 0.98385980)",True,"(-0,00668335, -0,08998108, 0,99591060)",Valid,"(30,19212000, -0,26667790, -32,43686000)",Valid,"2,98341400",Valid,"(0,57265850, 0,60454650)",Valid,"(0,00431824, -0,08605957, 0,99627690)",Valid,"(-28,47337000, -0,85383610, -30,97032000)",Valid,"3,05430600",Valid,"(0,40907230, 0,61805860)",Valid
5.074123,317217145,1057526242887,"(-0.42621160, 3.09802500, -11.82344000)","(0.02724549, 0.08935860, -0.01008384, -0.99557580)",True,"(0.00782776, -0.08781433, 0.99609380)",True,"(-0.03019272, -0.00026814, -0.03243280)",True,"0,00301502",True,"(-0.45012340, 3.09530300, -11.86065000)","(-0.16874410, -0.03522837, 0.98503020)",True,"(-0.00332642, -0.08438110, 0.99641420)",True,"(0.02847550, -0.00086314, -0.03095361)",True,"0,00302480",True,"(-0.39265900, 3.09625000, -11.84875000)","(-0.17982770, -0.03206241, 0.98317550)",True,"(-0.42139120, 3.09577700, -11.85470000)","(-0.17428890, -0.03364597, 0.98411960)",True,"(-0,00782776, -0,08781433, 0,99609380)",Valid,"(30,19272000, -0,26814270, -32,43280000)",Valid,"3,01501500",Valid,"(0,57280840, 0,60420790)",Valid,"(0,00332642, -0,08438110, 0,99641420)",Valid,"(-28,47549000, -0,86314390, -30,95361000)",Valid,"3,02479600",Valid,"(0,40930270, 0,61789930)",Valid
5.082455,317225477,1057526251219,"(-0.42603760, 3.09801100, -11.82342000)","(0.02726054, 0.08931882, -0.01006927, -0.99557910)",True,"(0.00730896, -0.08650208, 0.99621580)",True,"(-0.03019331, -0.00026959, -0.03242873)",True,"0,00304698",True,"(-0.44995380, 3.09528800, -11.86062000)","(-0.16921940, -0.03389144, 0.98499550)",True,"(-0.00233460, -0.08612061, 0.99627690)",True,"(0.02847763, -0.00085384, -0.03097032)",True,"0,00300755",True,"(-0.39248220, 3.09624300, -11.84875000)","(-0.17872320, -0.03374759, 0.98332050)",True,"(-0.42121800, 3.09576600, -11.85469000)","(-0.17397330, -0.03381991, 0.98416940)",True,"(-0,00730896, -0,08650208, 0,99621580)",Valid,"(30,19331000, -0,26959230, -32,42873000)",Valid,"3,04698200",Valid,"(0,57265850, 0,60401090)",Valid,"(0,00233460, -0,08612061, 0,99627690)",Valid,"(-28,47763000, -0,85383610, -30,97032000)",Valid,"3,00755300",Valid,"(0,40953310, 0,61805860)",Valid
5.090786,317233808,1057526259550,"(-0.42586360, 3.09799800, -11.82340000)","(0.02727558, 0.08927904, -0.01005470, -0.99558230)",True,"(0.00823975, -0.08801270, 0.99607850)",True,"(-0.03019377, -0.00026814, -0.03243280)",True,"0,00305331",True,"(-0.44978260, 3.09527500, -11.86061000)","(-0.16817950, -0.03535019, 0.98512230)",True,"(-0.00276184, -0.08596802, 0.99629210)",True,"(0.02848074, -0.00084836, -0.03099794)",True,"0,00302512",True,"(-0.39230230, 3.09623200, -11.84877000)","(-0.17907180, -0.03357141, 0.98326300)",True,"(-0.42104240, 3.09575300, -11.85469000)","(-0.17362840, -0.03446135, 0.98420820)",True,"(-0,00823975, -0,08801270, 0,99607850)",Valid,"(30,19377000, -0,26814270, -32,43280000)",Valid,"3,05331400",Valid,"(0,57280840, 0,60427870)",Valid,"(0,00276184, -0,08596802, 0,99629210)",Valid,"(-28,48074000, -0,84835820, -30,99794000)",Valid,"3,02511600",Valid,"(0,40956960, 0,61812930)",Valid
5.099118,317242140,1057526267882,"(-0.42568960, 3.09798400, -11.82338000)","(0.02729063, 0.08923926, -0.01004013, -0.99558570)",True,"(0.00904846, -0.08915710, 0.99597170)",True,"(-0.03019331, -0.00026923, -0.03242873)",True,"0,00306023",True,"(-0.44961180, 3.09526000, -11.86058000)","(-0.16727080, -0.03644484, 0.98523720)",True,"(-0.00300598, -0.08584595, 0.99629210)",True,"(0.02848387, -0.00084288, -0.03102557)",True,"0,00300603",True,"(-0.39212250, 3.09622000, -11.84878000)","(-0.17923930, -0.03342237, 0.98323760)",True,"(-0.42086710, 3.09574000, -11.85468000)","(-0.17325850, -0.03493429, 0.98425660)",True,"(-0,00904846, -0,08915710, 0,99597170)",Valid,"(30,19331000, -0,26922610, -32,42873000)",Valid,"3,06022600",Valid,"(0,57295820, 0,60449520)",Valid,"(0,00300598, -0,08584595, 0,99629210)",Valid,"(-28,48387000, -0,84288020, -31,02557000)",Valid,"3,00602700",Valid,"(0,40960610, 0,61817950)",Valid
5.107449,317250471,1057526276213,"(-0.42551570, 3.09797000, -11.82336000)","(0.02730568, 0.08919949, -0.01002556, -0.99558900)",True,"(0.00813294, -0.08953857, 0.99594120)",True,"(-0.03019292, -0.00026796, -0.03242892)",True,"0,00306111",True,"(-0.44944050, 3.09524800, -11.86056000)","(-0.16808480, -0.03681692, 0.98508480)",True,"(-0.00329590, -0.08593750, 0.99629210)",True,"(0.02848672, -0.00084189, -0.03102708)",True,"0,00301689",True,"(-0.39194750, 3.09620600, -11.84876000)","(-0.17944540, -0.03348708, 0.98319780)",True,"(-0.42069400, 3.09572700, -11.85466000)","(-0.17376830, -0.03515263, 0.98415900)",True,"(-0,00813294, -0,08953857, 0,99594120)",Valid,"(30,19292000, -0,26795960, -32,42892000)",Valid,"3,06111100",Valid,"(0,57280840, 0,60452090)",Valid,"(0,00329590, -0,08593750, 0,99629210)",Valid,"(-28,48672000, -0,84188840, -31,02708000)",Valid,"3,01689100",Valid,"(0,40966220, 0,61818980)",Valid
5.115781,317258803,1057526284545,"(-0.42534170, 3.09795600, -11.82335000)","(0.02732072, 0.08915970, -0.01001099, -0.99559220)",True,"(0.00903320, -0.08984375, 0.99591060)",True,"(-0.03019325, -0.00026668, -0.03242911)",True,"0,00306175",True,"(-0.44926980, 3.09523500, -11.86054000)","(-0.16711190, -0.03706742, 0.98524090)",True,"(-0.00358582, -0.08592224, 0.99629210)",True,"(0.02848959, -0.00084088, -0.03102861)",True,"0,00302817",True,"(-0.39177250, 3.09619100, -11.84874000)","(-0.17965470, -0.03344545, 0.98316100)",True,"(-0.42052110, 3.09571300, -11.85464000)","(-0.17338710, -0.03525721, 0.98422250)",True,"(-0,00903320, -0,08984375, 0,99591060)",Valid,"(30,19325000, -0,26667790, -32,42911000)",Valid,"3,06175200",Valid,"(0,57295820, 0,60454650)",Valid,"(0,00358582, -0,08592224, 0,99629210)",Valid,"(-28,48959000, -0,84088130, -31,02861000)",Valid,"3,02816800",Valid,"(0,40971840, 0,61817950)",Valid
5.124113,317267135,1057526292877,"(-0.42516770, 3.09794300, -11.82333000)","(0.02733577, 0.08911993, -0.00999642, -0.99559560)",True,"(0.00820923, -0.08988953, 0.99591060)",True,"(-0.03019328, -0.00026613, -0.03242892)",True,"0,00306102",True,"(-0.44909890, 3.09522200, -11.86052000)","(-0.16784620, -0.03710040, 0.98511480)",True,"(-0.00291443, -0.08576965, 0.99630740)",True,"(0.02848967, -0.00084023, -0.03102708)",True,"0,00303578",True,"(-0.39160080, 3.09617600, -11.84873000)","(-0.17892290, -0.03324208, 0.98330130)",True,"(-0.42034980, 3.09569900, -11.85462000)","(-0.17338760, -0.03517186, 0.98422550)",True,"(-0,00820923, -0,08988953, 0,99591060)",Valid,"(30,19328000, -0,26612850, -32,42892000)",Valid,"3,06102000",Valid,"(0,57280840, 0,60452090)",Valid,"(0,00291443, -0,08576965, 0,99630740)",Valid,"(-28,48967000, -0,84022520, -31,02708000)",Valid,"3,03578200",Valid,"(0,40985200, 0,61811900)",Valid
5.132444,317275466,1057526301208,"(-0.42499370, 3.09792900, -11.82331000)","(0.02735081, 0.08908015, -0.00998185, -0.99559890)",True,"(0.00737000, -0.08964539, 0.99594120)",True,"(-0.03019331, -0.00026668, -0.03242873)",True,"0,00306029",True,"(-0.44892800, 3.09520700, -11.86050000)","(-0.16860440, -0.03684252, 0.98499500)",True,"(-0.00216675, -0.08619690, 0.99626160)",True,"(0.02848973, -0.00083957, -0.03102557)",True,"0,00303153",True,"(-0.39142910, 3.09616100, -11.84871000)","(-0.17809830, -0.03361930, 0.98343820)",True,"(-0.42017850, 3.09568400, -11.85460000)","(-0.17335360, -0.03523138, 0.98422930)",True,"(-0,00737000, -0,08964539, 0,99594120)",Valid,"(30,19331000, -0,26667790, -32,42873000)",Valid,"3,06028700",Valid,"(0,57265850, 0,60449520)",Valid,"(0,00216675, -0,08619690, 0,99626160)",Valid,"(-28,48973000, -0,83956910, -31,02557000)",Valid,"3,03152500",Valid,"(0,40998550, 0,61815840)",Valid
5.140776,317283798,1057526309540,"(-0.42481970, 3.09791500, -11.82329000)","(0.02736586, 0.08904038, -0.00996727, -0.99560210)",True,"(0.00740051, -0.08926392, 0.99597170)",True,"(-0.03019377, -0.00026613, -0.03242892)",True,"0,00305338",True,"(-0.44875750, 3.09519400, -11.86048000)","(-0.16850990, -0.03642618, 0.98502670)",True,"(-0.00315857, -0.08827209, 0.99607850)",True,"(0.02849081, -0.00083717, -0.03099794)",True,"0,00302966",True,"(-0.39126100, 3.09615000, -11.84867000)","(-0.17893410, -0.03569157, 0.98321340)",True,"(-0.42000930, 3.09567200, -11.85457000)","(-0.17372440, -0.03605939, 0.98413400)",True,"(-0,00740051, -0,08926392, 0,99597170)",Valid,"(30,19377000, -0,26612850, -32,42892000)",Valid,"3,05337500",Valid,"(0,57265410, 0,60440120)",Valid,"(0,00315857, -0,08827209, 0,99607850)",Valid,"(-28,49081000, -0,83717350, -30,99794000)",Valid,"3,02966300",Valid,"(0,40985200, 0,61816900)",Valid
5.149107,317292129,1057526317871,"(-0.42464570, 3.09790100, -11.82327000)","(0.02738090, 0.08900060, -0.00995270, -0.99560540)",True,"(0.00750732, -0.08984375, 0.99592590)",True,"(-0.03019425, -0.00026584, -0.03242873)",True,"0,00306027",True,"(-0.44858700, 3.09518000, -11.86045000)","(-0.16831050, -0.03697128, 0.98504050)",True,"(-0.00415039, -0.09020996, 0.99591060)",True,"(0.02849188, -0.00083479, -0.03097032)",True,"0,00302831",True,"(-0.39109300, 3.09613800, -11.84862000)","(-0.17977340, -0.03762560, 0.98298820)",True,"(-0.41984000, 3.09565900, -11.85454000)","(-0.17404490, -0.03729907, 0.98403110)",True,"(-0,00750732, -0,08984375, 0,99592590)",Valid,"(30,19424000, -0,26583860, -32,42873000)",Valid,"3,06027200",Valid,"(0,57264970, 0,60449520)",Valid,"(0,00415039, -0,09020996, 0,99591060)",Valid,"(-28,49188000, -0,83479310, -30,97032000)",Valid,"3,02830500",Valid,"(0,40971840, 0,61815840)",Valid
5.157439,317300461,1057526326203,"(-0.42447170, 3.09788800, -11.82325000)","(0.02739595, 0.08896082, -0.00993813, -0.99560870)",True,"(0.00750732, -0.08934021, 0.99597170)",True,"(-0.03019426, -0.00026572, -0.03242892)",True,"0,00305513",True,"(-0.44841600, 3.09516600, -11.86043000)","(-0.16824980, -0.03643289, 0.98507090)",True,"(-0.00370789, -0.09068298, 0.99586490)",True,"(0.02849338, -0.00083331, -0.03096718)",True,"0,00302982",True,"(-0.39092020, 3.09612400, -11.84860000)","(-0.17924750, -0.03805589, 0.98306770)",True,"(-0.41966810, 3.09564500, -11.85452000)","(-0.17375140, -0.03724498, 0.98408500)",True,"(-0,00750732, -0,08934021, 0,99597170)",Valid,"(30,19426000, -0,26571660, -32,42892000)",Valid,"3,05513000",Valid,"(0,57265410, 0,60440120)",Valid,"(0,00370789, -0,09068298, 0,99586490)",Valid,"(-28,49338000, -0,83331300, -30,96718000)",Valid,"3,02981600",Valid,"(0,40985200, 0,61816900)",Valid
